uf_busca,cidade_busca,universidade_nome,campus_nome,nome,grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
SC,Balneario Camboriu,Centro Universitário Internacional - Uninter - UNINTER,PAP BALNEÁRIO CAMBORIÚ - Municípios,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,2,,,558.40,
SC,Blumenau,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,BLUMENAU - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,393.35,0,1,,,596.06,,,
SC,Blumenau,Centro Universitário Internacional - Uninter - UNINTER,PAP BLUMENAU - Asilo,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,2,,,586.26,
SC,Blumenau,Universidade Paulista - UNIP,BLUMENAU - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,0,1,,,525.94,,,
SC,Cacador,Centro Universitário Internacional - Uninter - UNINTER,PAP CAÇADOR - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,,,,1,,,450.00,
SC,Canoinhas,Centro Universitário Internacional - Uninter - UNINTER,PAP CANOINHAS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,,,,1,,,450.00,
SC,Capivari de Baixo,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE CAPIVARI DE BAIXO/SC - Santo André,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,293.00,0,3,,,543.26,,,
SC,Catanduvas,Centro Universitário Internacional - Uninter - UNINTER,PAP CATANDUVAS - Cidade Jardim,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,521.76,
SC,Chapeco,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,CHAPECÓ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,393.35,0,1,,,574.86,,,
SC,Chapeco,Centro Universitário Internacional - Uninter - UNINTER,PAP CHAPECÓ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,578.04,
SC,Concordia,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - CONCÓRDIA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,480.76,,,
SC,Concordia,Centro Universitário Internacional - Uninter - UNINTER,PAP CONCÓRDIA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,551.80,
SC,Criciuma,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD CRICIÚMA - SC - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,360.00,0,1,,,596.42,,,
SC,Criciuma,Centro Universitário Internacional - Uninter - UNINTER,PAP CRICIÚMA - Michel,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,1,577.14,,555.88,
SC,Florianopolis,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,FLORIANOPOLIS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,250.00,,,,1,,,613.22,
SC,Florianopolis,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD FLORIANÓPOLIS - SC - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,360.00,0,3,,,568.12,,,
SC,Florianopolis,Centro Universitário Internacional - Uninter - UNINTER,PAP FLORIANÓPOLIS 01 - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,1,591.92,,581.44,
SC,Florianopolis,Faculdade Cesusc,CAMPUS  - FLORIANÓPOLIS - SANTO ANTÔNIO DE LISBOA - Santo Antônio de Lisboa,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,810.66,0,3,,,588.82,,,
SC,Florianopolis,Universidade Paulista - UNIP,FLORIANOPOLIS - Ingleses,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,0,1,,,583.44,,,
SC,"Herval D""Oeste""",Centro Universitário Internacional - Uninter - UNINTER,PAP HERVAL D'OESTE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,492.94,,,
SC,Indaial,Centro Universitário Leonardo da VInci - UNIASSELVI,INDAIAL (SC) - UNIASSELVI - CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (EAD) - Benedito,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,308.00,0,3,,,543.36,,,
SC,Itajai,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - ITAJAÍ - São Vicente,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,459.64,,,
SC,Itajai,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,ITAJAÍ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,393.35,0,1,,,541.34,,,
SC,Itajai,Centro Universitário Internacional - Uninter - UNINTER,PAP ITAJAÍ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,519.08,,,
SC,Itajai,Universidade Pitágoras Unopar,ITAJAI/SC (7059) - Fazenda,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,209.00,0,1,,,522.44,,,
SC,Itapoa,Centro Universitário Internacional - Uninter - UNINTER,PAP ITAPOÁ - Itapema do Norte,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,546.98,
SC,Jaragua do Sul,Centro Universitário Internacional - Uninter - UNINTER,PAP JARAGUÁ DO SUL - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,601.62,
SC,Joinville,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - JOINVILLE - Anita Garibaldi,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,579.68,,,
SC,Joinville,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD JOINVILLE - ANDARAÍ - SC - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,360.00,0,1,,,450.00,,,
SC,Joinville,Centro Universitário Internacional - Uninter - UNINTER,PAP JOINVILLE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,2,,,529.10,
SC,Joinville,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE JOINVILLE/SC - Saguaçu,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,308.00,1,4,,,500.98,450.00,,
SC,Joinville,Universidade Anhanguera - UNIDERP,JOINVILLE/SC (2008456) - Glória,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,239.00,0,2,,,571.64,,,
SC,Lages,Centro Universitário Internacional - Uninter - UNINTER,PAP LAGES - Universitário,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,450.00,,,
SC,Lages,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL LAGES/SC - Petrópolis,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,308.00,0,3,,,532.02,,,
SC,Maravilha,Universidade Pitágoras Unopar,MARAVILHA/SC (3140) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,0,1,,,462.14,,,
SC,Navegantes,Centro Universitário Internacional - Uninter - UNINTER,PAP NAVEGANTES - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,480.68,,,
SC,Palhoca,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE PALHOÇA/SC - Ponte do Imaruim,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,308.00,0,3,,,537.62,,,
SC,Rio do Sul,Centro Universitário Internacional - Uninter - UNINTER,PAP RIO DO SUL - Jardim América,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,511.90,
SC,Rio do Sul,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE RIO DO SUL/SC - Itoupava,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,308.00,0,1,,,525.74,,,
SC,Sao Bento do Sul,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,SÃO BENTO DO SUL - Rio Negro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,393.35,0,1,,,502.98,,,
SC,Sao Bento do Sul,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO BENTO DO SUL - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,537.10,
SC,Sao Jose,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,SÃO JOSÉ - Kobrasol,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,250.00,,,,1,,,637.22,
SC,Sao Jose,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO JOSÉ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,605.30,
SC,Sao Jose,Universidade Paulista - UNIP,SÃO JOSÉ II - Campinas,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,0,1,,,553.90,,,
SC,Sao Jose do Cedro,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO JOSÉ DO CEDRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,450.00,,,
SC,Sao Lourenco do Oeste,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO LOURENÇO DO OESTE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,450.00,
SC,Sao Lourenco do Oeste,Universidade Pitágoras Unopar,SAO LOURENCO DO OESTE/SC (7032) - Cruzeiro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,219.00,0,2,,,532.80,,,
SC,Sao Miguel do Oeste,Universidade Paulista - UNIP,SÃO MIGUEL DO OESTE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,0,1,,,450.00,,,
SC,Sombrio,Centro Universitário Internacional - Uninter - UNINTER,PAP SOMBRIO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,576.48,,,
SC,Tijucas,Faculdade Educacional da Lapa - FAEL,SC - TIJUCAS - POLO EAD - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,,1,,,525.28,
SC,Tubarao,Centro Universitário Internacional - Uninter - UNINTER,PAP TUBARÃO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,573.06,
SC,Videira,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,VIDEIRA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,250.00,,,,1,,,450.00,
SC,Xanxere,Centro Universitário Internacional - Uninter - UNINTER,PAP XANXERÊ - Sao Pedro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,532.04,
SC,Xanxere,Universidade do Oeste de Santa Catarina - UNOESC,CAMPUS DE XANXERÊ - Jardim Tarumã,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1022.00,,,,5,,,450.00,
SE,Aracaju,Centro Universitário Internacional - Uninter - UNINTER,PAP ARACAJÚ - São José,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,604.70,
SE,Aracaju,Faculdade Uninassau Aracaju,SEDE - Siqueira Campos,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,463.22,5,2,,,587.40,585.90,,
SE,Aracaju,Universidade Tiradentes - UNIT,ARACAJU - CENTRO,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,267.75,2,1,,,599.24,590.34,,
SE,Itabaiana,Universidade Tiradentes - UNIT,ITABAIANA - Sítio Porto,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,267.75,1,,,,587.62,,,
SE,Monte Alegre de Sergipe,Universidade Tiradentes - UNIT,MONTE ALEGRE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,267.75,1,1,,,531.80,527.20,,
SE,Neopolis,Universidade Tiradentes - UNIT,NEOPOLIS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,312.90,1,1,,,590.86,541.22,,
SE,Propria,Universidade Tiradentes - UNIT,CAMPUS PROPRIÁ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,267.75,2,1,,,591.88,570.26,,
SP,Agudos,Faculdade de Agudos - FAAG,CAMPUS  - AGUDOS - Distrito Industrial,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,675.20,0,1,,1,559.92,,504.24,
SP,Agudos,Universidade Paulista - UNIP,AGUDOS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,450.00,,,
SP,Americana,Centro Universitário Internacional - Uninter - UNINTER,PAP AMERICANA - Jardim Girassol,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,578.58,
SP,Americana,Universidade Paulista - UNIP,AMERICANA II - Cidade Jardim,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,531.72,,,
SP,Americana,Universidade Paulista - UNIP,AMERICANA I - Jardim Werner Plaas,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,607.34,,,
SP,Amparo,Centro Universitário Amparense - Unifia - UNIFIA,CAMPUS  - AMPARO - MARTÍRIO - Martírio,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,878.00,1,2,,,591.10,538.60,,
SP,Amparo,Universidade Cidade de São Paulo - UNICID,COLÉGIO GÊNESIS DE AMPARO EDUCAÇÃO INFANTIL E DE ENSINO FUNDAMENTAL LTDA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,,,1,1,,,565.92,450.00
SP,Aracatuba,Universidade Paulista - UNIP,ARACATUBA II - Planalto,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,259.00,0,1,,,585.18,,,
SP,Aracatuba,Universidade Paulista - UNIP,ARACATUBA I - Jardim Alvorada,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,259.00,0,1,,,604.22,,,
SP,Araraquara,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD ARARAQUARA - SP - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,388.57,0,1,,,530.12,,,
SP,Araraquara,Universidade Paulista - UNIP,ARARAQUARA II - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,0,1,,,600.04,,,
SP,Araraquara,Universidade Paulista - UNIP,ARARAQUARA I - Parque das Laranjeiras,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,0,1,,,619.36,,,
SP,Araraquara,Universidade Paulista - UNIP,ARARAQUARA - Parque das Laranjeiras,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,528.21,1,3,,,599.50,542.14,,
SP,Araraquara,Universidade Paulista - UNIP,ARARAQUARA - Parque das Laranjeiras,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,474.09,1,2,,,608.00,594.26,,
SP,Artur Nogueira,Universidade Paulista - UNIP,ARTUR NOGUEIRA - Jardim São Vicente,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,472.50,,,
SP,Assis,Universidade Paulista - UNIP,ASSIS I - Conjunto Nelson Marcondes,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,269.00,0,1,,,567.04,,,
SP,Atibaia,Faculdades Atibaia - FAAT,CAMPUS  - ATIBAIA - Jardim Brogotá,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,488.00,3,5,,,613.50,543.14,,
SP,Atibaia,Universidade Paulista - UNIP,ATIBAIA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,593.42,,,
SP,Avare,Centro Universitário Internacional - Uninter - UNINTER,PAP AVARÉ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,577.36,
SP,Batatais,Centro Universitário Claretiano - Ceuclar - CEUCLAR,SEDE BATATAIS - Castelo,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,3,,,549.64,450.00,,
SP,Bauru,Centro Universitário de Bauru,CAMPUS  - BAURU - VILA PACÍFICO - Vila Pacífico,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,629.38,0,4,,,545.20,,,
SP,Bauru,Centro Universitário de Jaguariúna - Faj - FAJ,BAURU - Vila Santo Antônio,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,293.00,2,3,,,450.00,450.00,,
SP,Bauru,Centro Universitário Internacional - Uninter - UNINTER,PAP BAURU - Vila Sto Antônio,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,477.16,
SP,Bauru,Universidade Paulista - UNIP,BAURU II - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,0,1,,,478.00,,,
SP,Birigui,Universidade Paulista - UNIP,BIRIGUI - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,514.38,,,
SP,Boituva,Universidade Cidade de São Paulo - UNICID,LOURENÇO E PERES LTDA ME (COLÉGIO PERES E GUIMARÃES) - Vila Aparecida,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,,,,1,,,582.36,
SP,Botucatu,Faculdade de Botucatu - FDB,CAMPUS PRINCIPAL - Vila Jahu,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,437.00,1,2,2,3,577.74,450.00,450.00,450.00
SP,Braganca Paulista,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE BRAGANÇA PAULISTA - Santa Terezinha,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,670.26,,,
SP,Campinas,Centro Universitário de Jaguariúna - Faj - FAJ,CAMPINAS - Cambuí,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,293.00,2,3,,,550.60,503.56,,
SP,Campinas,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,CAMPINAS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,349.16,0,1,,,553.42,,,
SP,Campinas,Centro Universitário Internacional - Uninter - UNINTER,PAP CAMPINAS 02 - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,0,1,,1,500.90,,450.00,
SP,Campinas,Centro Universitário Internacional - Uninter - UNINTER,PAP CAMPINAS 03 - Vila Joaquim Inácio,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,,,,1,,,450.00,
SP,Campinas,Centro Universitário Salesiano de São Paulo - UNISAL,UNIDADE DE ENSINO DE CAMPINAS - CAMPUS SÃO JOSÉ - Jardim Nossa Senhora Auxiliadora,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,629.00,1,3,,,610.60,570.62,,
SP,Campinas,Faculdade Metrocamp,FACULDADE DE TECNOLOGIA IBTA - Vila Industrial,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,973.12,,,,40,,,450.00,
SP,Campinas,Faculdade Politécnica de Campinas - POLICAMP,CAMPUS  - CAMPINAS - FAZENDA SANTA CÂNDIDA - Fazenda Santa Cândida,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,506.70,2,4,,12,556.70,561.14,491.86,
SP,Campinas,Universidade Anhanguera - UNIDERP,CAMPINAS/SP - UNIDADE 3 (7180) - Taquaral,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,229.00,1,1,,,578.38,450.00,,
SP,Campinas,Universidade Paulista - UNIP,CAMPINAS III - Ponte Preta,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,546.26,,,
SP,Campinas,Universidade Paulista - UNIP,CAMPINAS II - Jardim Santana,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,1,1,,,450.00,450.00,,
SP,Campinas,Universidade Paulista - UNIP,CAMPINAS I - JD. SWIFT,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,647.28,1,3,,,616.90,580.42,,
SP,Campinas,Universidade Paulista - UNIP,CAMPINAS I - JD. SWIFT,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,539.04,1,1,,,609.16,547.36,,
SP,Campinas,Universidade Paulista - UNIP,CAMPINAS I - JD. SWIFT,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,1,1,,,625.98,498.08,,
SP,Capivari,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - CAPIVARI - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,581.94,,,
SP,Caraguatatuba,Centro Universitário Módulo - MÓDULO,UNIDADE CARAGUATATUBA - MARTIM DE SÁ - Martim de Sá,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,598.48,2,3,,,573.86,576.18,,
SP,Caraguatatuba,Universidade Cidade de São Paulo - UNICID,CREAD - CARAGUATATUBA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,0,1,,,530.42,,,
SP,Carapicuiba,Centro Universitário Internacional - Uninter - UNINTER,PAP CARAPICUIBA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,,,1,1,,,537.60,541.36
SP,Cotia,Universidade Paulista - UNIP,COTIA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,1,,,558.90,533.58,,
SP,Cravinhos,Universidade Cidade de São Paulo - UNICID,FORMAR - CENTRO AVANÇADO DE ENSINO S/S LTDA ME (FORMAR) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,,,,1,,,450.00,
